text,label,pred,prob
"а меня одного бесит, что эта гифка грузилась дофига еще и с подвисаниями? Надо что-то делать с гифками на сайте, уже которая бесит, а написать лень. Но тут просто реально долго было
",1,0,0.121767245
"ну и дебил, теперь на него дело заведут и еще деньгами ущерб возмещать будет
",1,0,0.196397
"Мать Серова была еврейкой по фамилии Бергман и у отца в крови были евреи, его дед был каким-то еврейским путешественником или исследователем, не помню.
",1,0,0.2830638
"вы растекаетесь по всей борде лишим вас загончика, чтобы это на самом деле стало правдой А ты хитер.
",0,1,0.8973887
"Да пф, это действия не для экономической выгоды совершены. Господи, почему вы оцениваете их с точки зрения выгоды для бюджета. Политика - это не экономика. И с точки зрении политики это хороший шаг.
",0,1,0.58079255
"Беда в том, что полиции почему-то похуй на это быдлана Он сам по себе довольно таки темный в плане дел с законом. Не знаю, правда правое дело делает или там огромная крыша, но полиция так и не будет его трогать.
",1,0,0.19241169
"пидорахен Я салоед, ващет. Там, где у критика лихие шутки на все случаи, у блядины - кликушество и хейтерство. У Критика только беззубый детский американский юмор. У Батикова тоже клоунады хватает, впрочем. Пидорашке показали говно и палки через объектив дорогой камеры, и говно с палками тут же стало дорогим реквизитом. Нихуя. Понятно, что у блохеров реквизит плохенький будет, но у Критика в роликах хуета хуже аниме-феста твоего города. Пикрелейтед.
",1,0,0.301369
"Гаусс два раза менял по три лампы каждый раз бросил это дело больше фирмы гаусс для меня не существует
",0,1,0.51319546
"а зачем люди себе покупают дорогое качественное авто? ведь запорожец или жигули выполняют абсолютно ту же функцию, а их можно купить аж 6ть! за те же деньги, правда круто! Сравнение понятно?
",0,1,0.6301004
"снег сойдет полностью хозяин найдется, он под деревом
",0,1,0.84190506
"Мог бы , я бы тебе сто минусов вьебал...кончита
",1,0,0.35226512
"Вы можете посмотреть, как меня активно минусуют за коменты, где я говорю, как обычный человек может себя отстоять. К сожалению, этот сайт и в тюрьмах бакланье читает, делайте выводы - каждый минус - это зассавший пацан ровный , который бздит под ответку попасть. На Ганзе почитайте, там много интересного
",1,0,0.30528876
"Тут-то Ебжен и пригодится. Не думаю, даже с его жирной ряхой 16 оппозицинеров ему не заменить, пятерых максимум
",1,0,0.40758163
"Моя мать пенсионерка уже 10 лет. Так что мимо, петушок сисянский.",1,0,0.29108727
А вас кто то просил жалеть?,1,0,0.32633093
"скальпы местного населения за деньги не принимали, не резали руки детям за отказ их родителей работать и невыполнение плана, Какой потрясающе удобный подход. А еще не набивали соломой трупы врагов и не насиловали предметы домашнего обихода туземцев. Что не добавили и эти два пункта? Я привел тебе факты многочисленных убийств аборигенов ради захвата их земель или подчинения их народов, а ты ловко выкручиваешься тем, что вырезали-то не всех поголовно, а всего лишь непокорные аулы, концлагери строили не для конкретных народов, а всех подряд, да и резервации не строили - ведь просто выкинуть из поезда в сухую степь Средней Азии полмиллиона насильно депортированных из родных краев вайнахов и сколько-то там других народов было гораздо проще, чем что-то для них еще и строить. Войны были есть и будут Это была экспансия, а не война. Разницу чуешь, или мне снова разжевать? Так что нехер пытаться обелить то, что было. Не сразу заметил, что ты еще и автор этого поста, где жалуешься на мертвое образование и при этом сам с околонулевой осведомленностью в истории пытаешься с кем-то еще спорить.
",1,0,0.4014998
"фуры с тварями за рулем никак не передохнут!!!всякий неуч и дебил идет работать шофером(гордо)!!
",1,0,0.480011
"Они смешные и милые унтерки, а Стас как гоблин из падика себя ведёт и тем отталкивает. Нахуй он вообще жизни начал всех учить, все же нормально было с техноблогом? Алсо кто бля вообще (кроме пятиклассников) смотрит убер-ежей ради ИНТЕЛЛЕКТУАЛЬНОГО контента, это ж стримы с рофлами под ужин или уборку, каким сверхразумом надо быть, чтобы это ещё и разъебывать.
",1,0,0.3585395
"Как же я ору со СВОБОДНОГО РЫНКА и ДОБРОВОЛЬНОГО ОБМЕНА . Светов, будучи типичным беззаботным мажором, видимо не слышал поговорку Кто тонет нож подай, и за нож ухватится . Педофил-миша никогда в своей жизни не был в такой ситуации, не чувствовал голод. Ему оскорбительна сама мысль о НЕСВОБОДНОМ ОБМЕНЕ . А что самое уморительное, так это то, что анкапы как не могли привести пример ДОБРОВОЛЬНОГО ОБМЕНА , так и не могут.
",1,0,0.30653033
"Керум да рожаш. Но меня не расстреляли)
",1,0,0.13316159
"У меня тоже всю жизнь коты, но здоровье ты не вернёшь и вот стоит оно того?",0,1,0.65582025
"Смотрите сами, ессесно. Но вроде как у нас тут свой лизинг-хуизинг имеется. Ну и по поводу времени... за йенварь собрали две довольно хитрые машиночки, причём не сильно торопясь.
",0,1,0.6528303
"Я типа защитник зоо. Ты прав, собаки гавкают, пытаются укусить когда спиной. Меня кусала так стайная собака. Но я сам решил сократить дорогу через брошенную стоянку железнодорожников. С тех пор я не лезу в такие места и не поворачиваюсь к таким собака спиной. Если надо пройти такое место я тщательно взвешиваю свои силы, если вижу собаки не крупные полно камней и мне желательно срезать - пройду. Если собаки крупные, много их и подручного хлама нет - я не пойду. Простые правила и меня с тех пор больше не кусали собаки. Обычно собаки просто охраняют территорию. Причем та же гавкаюшая стая обычно агрессивна на своей территории и труслива на чужой. Бывают, когда собаки с голодухи пытаются охотиться. Обычно это в зимнее время, когда жрать нечего. С понимаем отношусь к ним, но естественно охоты на людей быть не должно. Значит этих собак нужно изымать из свободного обитания. Как это должно работать? 1. Заметили новую стаю собак у себя - звонок в полицию, в службу отлова. Собак централизованно, законно ловят и увозят в питомники. Если появилась собака, которая проявляет агрессию, хоть немного погавкала - звонок. Но я никак не могу одобрить действия ублюдков, которые давят животных и хвастаются этим, убивают всех собак подряд, разбрасывают отраву.
",1,0,0.226256
"Блять, с посадкой на бутылку и Чечнёй это уже пиздец какой-то. В чём прикол, объясните? Тверк или усы гитлера это ещё можно понять, а эта хуйня какие эмоции должна вызывать???
",1,0,0.27765235
"Не смешите меня, даже на самой населенной трассе Москва-Петербург пассажирооборот 3,6 миллиона человек в год. Где вы найдете этих туристов? Во-вторых, эти поезда НЕ будут останавливаться в этих городках, это бессмыслица. И это города ничего не получат от нее, кроме перекрытых за полчаса дорог. И забора вдоль нее",1,0,0.26878142
"Там сидят отбитые дебилы, которые уже 500 тредов шутят про одно и тоже из треда в тред и живут в своём манямирке где они придумали то, что Мэд их читает и плачет по ночам и вообще они разъебывают всех.
",1,0,0.13616428
"Пиздабол. Баб немало в гей-клубах - внезапно они ходят туда просто пообщатся и потанцевать с подружками . А самое главное, к ним там точно никто приставать не будет. Выгодно. мимо по настоящему работаю в гей-клубе
",1,0,0.15467443
"Никаких паразитов нет, делали укол ( не помню название) от паразитов ( вет когда сделал, сказал на всякий случай)
",1,0,0.03452896
"t Ладно мужик забеременел лол, как новорожденный плод извлекать? Только кесарево сечение получается?",1,0,0.49675515
"Пиздец, озонизация прогрессирует
",1,0,0.18191217
"детей-инвалидов уродами Ну а где она не права-то? Земля наша не резиновая.
",1,0,0.2364607
"Скучаю по временам, когда подсосы Алекса Пыни не обвиняли его беспруфно в совкодрочерстве и не засирали инторнет своей тупостью
",1,0,0.4490681
"Хуйлан, который пеарился на ПарашаТудей за деньги. Такая же диванная отбраковка, как Осташко и прочая пездобратия. Тупой, нихуя не понимает, умеет только темники из какогонить калограм канала перечитывать, конъюнктурщик.
",1,0,0.44114602
"руснявая няша проебала республики руснявая няша проебала окраины руснявая няша проебывает столицу И кто из нас говно, свинья?
",1,0,0.46562275
"Так не ноль, а нуль. Так как математику подменили, осмелюсь предположить, что в системе счёта древних русов, нуль - это не то же самое, что и ноль мимо",1,0,0.057058547
"Чкаловский, 2-я краснодарская, Александровка
",1,0,0.416291
Идентифицируют правильно,0,1,0.773723
"та шо там хаварить, скатился пожилая скумбрия. маска все чаще слетает. раньше был нормальным а сейчас стал натуралом. ой то есть хеем.
",1,0,0.17115995
"Мне одному его фамилия вечно слышится как Омежко?
",1,0,0.41085815
"фотографии президента РФ в фашистской форме Когда не нужна даже фамилия. Царь он и есть царь.
",1,0,0.21664307
"То на них пьяное быдло просто так напало и они его убили пьяное быдло плиз
",0,1,0.78085506
"Помню у выжигателей мозгов нам от Долга сильно досталось...
",1,0,0.32713
"Т.е. приветствовали нарушение установленных показателей по производству, добыче и т.п.? откуда брали сырье для сверхплановой продукции? Институт госплана работал годами, учитывая все нюансы производств, делали планы, а все их нарушали и за это еще и получали поощрения? я пытаюсь просто понять смысл.Ну сделал ты миллион лишних гаек - зачем и кому они нужны, их некуда девать, их использование не запланировано. Но ты передовик и слава тебе? быстрее работаешь, хорошо. Нарушаешь регламент производства, наверняка ТБ. зачем?
",0,1,0.70752186
"Мамке твоей на вайбер
",1,0,0.2624393
"Крупнейший провайдер Австралии заблокировал мировая практика как бы
",0,1,0.62740153
"Квинтэссенция человеконенавистничества в этих словах Ротшильда. И после этого ещё некоторые не верят, что капитал есть источник фашизма. Тупые люди не смогут стать богатыми, а умные смогут. Ага, поэтому давайте сильно затрудним доступ к образованию, а то образование, что есть и без которого не обойтись, сделаем максимально узкоспециализированным, что бы человек сразу превращался в тупого, сделав лишь шаг в сторону от своей специализации. Тогда можно будет бесконечно долго жить припеваючи, присваивая результаты труда этих людей. Тупые всегда в итоге будут работать на умных. Это скользкая дорожка: тупые не смогут поддерживать общественное производство, а умные могут начать соображать, что к чему. Поэтому в итоге подобная система развалится, в один прекрасный день, как песочный замок. Но водить за нос трудовой народ они могут еще долго.
",1,0,0.15207872
"Пиздец, эта хуйня заебала, так что подпишусь.
",1,0,0.39267823
"Когда Москва вернёт себе русский Киев и почистит его от хрю-хрю, я специально съезжу и пописию на Монумент залежалости перед его сносом.
",1,0,0.47178406
"Приятного сука аппетита.
",1,0,0.3578247
"Вещей нет,сама на иждивении мужа нахожусь! Пятое-десятое! Нет ли у вас какого-нибудь дурака на примете?
",0,1,0.614155
"прикольный чувак имхо. флешмоб с проститутками доставил.
",1,0,0.39962938
"поймал А теперь становись на колени, Тарас. Будем тебе в пятак письками тыкать.
",1,0,0.4784413
"косметика или косметическая операция ?
",0,1,0.5711905
"ну если фейковые и недостоверные новости для тебя это источник всех твоих доводов, то вопросов нет. пиши и дальше подобные посты
",1,0,0.4455196
"Совершенно очевидная слабость ольгино из фбк они никогда не смогут поверить и даже допустить своё собственное существование. Они всегда будут доказывать что их не существует, а кто верит в них тот дурак.
",1,0,0.4161188
"Что там сейчас насчёт доступного подросткового и молодёжного досуга: кружки, спортсекции и прочее?
",0,1,0.71537113
"А он тебя не кормит)? Может тебе котлеток выслать?
",0,1,0.5918761
"Это очередной клоун, играющий украинского политолога?
",1,0,0.26175326
"Я так пишу потому что делаю это с телефона. И ради кого тут собственно редактурой заниматься? Судя по тому что аргументация у тебя скатилась к передергиванию, считаю что твой интеллект в этом споре себя исчерпал, мальчик.
",1,0,0.48428228
"Как убрать ролики отдельных каналов из рекомендаций? Постоянно лезут если ролик о еде, сколько не скрывай.
",0,1,0.66296095
"Имеет. А причем тут говно-очки? Для красного словца видать.
",1,0,0.2783076
"Лучше чем последний полет Валеры и прощальный монолог с Мишей треч контент ещё не выдавал.
",0,1,0.65733975
"Этот шакал еще жив? Хуя, года четыре его не видел..
",1,0,0.3351592
"Кирюша яхту себе так же выбирал.
",1,0,0.3585059
"Не выпустил ролик про оптимизацию в Он же не специалист, такие вещи он берёт из гугла, зато умеет пиздеть, одну и ту же мысль растянет на 20 минут.
",0,1,0.56096536
"Ну давай разберём всё тобой написанное. Бляядь, вы действительно думаете вы лучше пидорашек? Ну в целом, всё что живёт в рашке - затронуто говномидасом, но никто тут это не признает. сейчас воспитывают массу хороших кодеров В соседнем треде обоссали уже. Иди обтекай. Вы унижаете русских детей в школе Я учился в рашке и у нас был класс, который состоял онли из русачков. Думаешь, что то изменилось? Чурки тебе говна в жопу залили и заставили русачков в классе кошмарить омежных русачков? Я не люблю выражаться фразами нациков, но вы воистину столетия просто сидели в горах и ебали баранов, вас даже народ-пидор смог захватить. Плоховато ты знаешь историю. Когда русня пришла на Кавказ, тут всё уже было поделено османами и персами. А потом РИ наебала персов и постоянно нападала на османов высасывая причины из пальца, в принципе, русачки, что от них ещё было ожидать. В прошлом вы (чеченцы, даги и прочие сорта) были просто дикарями...А если говорить о среднеазиатах, которые бугуртят с оккупации, то вы были обычными нищими кочевниками Очередной акт незнания истории. Например у кавказцев по факту у народов отвественных за этногенез дагов и азеров уже был Дербент, а русачков даже в планах не было. Почитай историю Кавказа и Средней Азии, там были и локальные империи и нагибы округи и прочее и прочее. Называют русских пидорашками, славщитом. Говоришь это так, будто бы в этом что то плохое. У меня знакомые po рашеры irl, которые являются русскими и которые ссут на русню с ещё большей колокольни чем я Сейчас вас все боятся потому, что если пидорашка сделает в вас пару дырок, защищая себя, то его посадят на бутылку, а если вы убьёте пидорашку, то вам нихуя не будет. Может потому что в рашке мочить с волыны ножа человека, который идёт на тебя с кулаками - превышение пределов самообороны? Кто виноват в том, что русня настолько вырожденческая, что один чеченский доходяга ставит на колени группу русачков? Ты думаешь, будь руснявая гопота менее вырожденческая, то так же людей не кошмарила? Кто виноват, что вы морозитесь или даёте по съебатору, когда видите, как вашего славянского друга избивают унижают? Да чего уж там, тот митинг вспомните, где жирик, какого то парня на колени поставил и все вокруг стоят и снимают, словно стадо руснявых баранов. Зуб даю, в той толпе стояли его друзья и знакомые. Лично для меня это пиздец, особенно проигрываю, когда там не какой нибудь братуха-борцуха, а смарчёк чеченский. Никогда бы не бросил и не бросал друга в таком пиздеце и не важно, какой нации был друг, а какой нападавший. Вся ваша проблема не том, что вы слабками, не в том, что большинство русачков еблом похож на свинью, не в том, что за тысячу лет существования не смогли построить нормальную цивилизацию и другим не давали. Проблема в обыкновенной ошибке выжившего, вы видите кавказское быдло гопника, потому что оно в среднем сильнее, напористее, агрессивнее и образ кавказца, как лица которое представляет опасность выжигается у вас в мозгах, при этом не хотите замечать, что у вас, целые города набитые руснявыми АУЕшниками, потому что один среднестатистический руснявый гопник ауешник быдлойд сосёт у одного среднестатистического чуркобесского гопника быдлойда. В конечном итоге русачков в станице кущевской ебал кто? Другие русачки. В школу приезжали и выберали лолей на поёбку кто? Другие русачки. Сжигал русачков кто? Другие русачки. Всё вскрылось совершенно случайно. Сколько таких станиц, деревень и городов по всей рашке? аз-кун
",1,0,0.23083588
"Они занимаются явным черрипикингом. Пример: 1) показывают инфографику сравнения и превосходства российского вооружения над западными странами, но почему то не показывают такую же инфографику о продолжительности жизни, средней месячной зарплате, СПИДе?; 2)сегодня смотрел новости утром. Показывают новость: украинский военный флот давно стал темой шуток в сети и показывают видеоролик какого-то ютубера, в котором он смишняво про него шутит. Хорошо, про украинский флот и аэрофлот и правда шутят в сети, но почему вы тогда никогда не показывали, как шутят в сети про президента Пыню, или как в сети высмеивают его рост? Ну и третье: до трети новостей это всегда хохлы, а на политических ток-шоу вроде 60 минут хохлам отводиться 90 эфирного времени.",0,1,0.6968543
"цитата... а негодные - могут в тылу работать.
",1,0,0.15944426
"Кто за рулем то, че съябывал?
",1,0,0.47803327
"Почему он перестал делать звонки? Можно ли сейчас заказать звонок?
",0,1,0.60949594
"Надень маску. Ну одень на лицо уже маску! Надели маску, одели на лицо что-то. Боюсь представить где есть этому опровержение. Это же доходчиво. Паспорт кладется, снег ложится. Почему вы упертые такие бываете?
",1,0,0.29154667
"Тебя, видать, никогда голодная стая не подкарауливала. ну-ну, всему свое время, мой юный наивный и пока ещё целый друг.
",1,0,0.24034779
"Антисоветских достаточно. И вы так говорите, как будто это что-то плохое. Слава богу, ваш проклятый совок закончился. Сейчас ваш хозяин ворошит эту тему вашими руками, но второй совок ему не построить. И либеральных тоже. Да, я либерал, по-вашему - либераст (как будто ваши инвективные искажения слов исказят их смысл, надейтесь дальше). Я рожден свободным. Кто-то выбирает лизание сапог хозяину, это их право, тоже вариант свободы. Что же касается русофобии - это просто ваша манипуляция. Безграничная любовь к начальству, поклонение жестоким демиургам туманного прошлого, боязнь свободы и привычка к стойлу и узде - это не обязательные черты русского характера, и если они кому-то не присущи - не обязательно это русофоб.
",1,0,0.14159667
"Давайте думать логически. Когда этот чувак придумал прививки, народ уже болел. То есть прививка действует не только заранее. Так что если вдруг наступит пипец - пойдём и привьёмся. А пока ну его нах прививать себе под шумок бесплодие, вич и рак.
",1,0,0.24944802
"Традиционный гей-четверг. Делаем пузыри с рыбами в космосе.
",1,0,0.28904724
"Ты похож на въебливого зануду. А, не, не похож - он и есть. Фу таким быть. Особенно, если сам ничего не можешь, кроме как говном в интернете кидаться. , нет ли тут нарушений правил VovkaBright
",1,0,0.18787685
"А зачем рожать (или родиться), если может вырасти долбоёб?
",1,0,0.36935717
"Чтобы пойти в мужскую пизду, нажмите три, чтобы пойти на хуй трапа нажмите 4
",1,0,0.4745026
"Суть: Росстат политизирован на 200 и выдаёт новости какие надо первому каналу А какие ты новости то хотел ? Независимых сми здесь нет...Что скажут -то и вещают .Демократия епт
",0,1,0.74816376
"У моего коллеги на работе, все ещё намного проще, его безработная жена просто забрала у него зарплатную карточку, благо он не всю зарплату на неё получает.
",0,1,0.5399534
"Что педофилы католики, алчные до анусов мальчиков, что православные попы воры, алчные до богатств, что муслимы и жиды, буддисты, и другие азиатские обезьяны, приверженцы прочих обезьяних верований - всё одна шайка лейка, подлежащая полному уничтожению.
",1,0,0.4640487
"Да гомофобам плевать на достоверность, на пруфы, там-то мозга нет по определению, лол)
",1,0,0.14507999
"Ага, ебёшься с девушкой, а вокруг тебя ещё куча людей ебётся",0,1,0.93715256
"Не, про засекречивание имущества нармас новость
",0,1,0.50950617
"хорошо, но потом все равно сжечь ведьму
",1,0,0.3552739
"Я всегда говорил, что пидорахи плохо понимают как выглядят типо европейские лица, на которые русня дрочат. привыкши жить среди орков со светлыми волосами и глазами они воспринимают только таких орков с приплюснутой гловой и свинной рожей как своих, если у кого либо европейское лицо, развитая челюсть и т.п но темные волосы, то к нему относятся с подозрением Баба эта похожа на марлона брандо.
",1,0,0.35684118
"Подустал браток... Ностальгирующий критик тупой мудак.
",1,0,0.43564016
"С каких пор гомосексуалы и трансгендеры - это одно и то же?
",1,0,0.23916462
Жаль второй сезон всосный всё равно,0,1,0.6690821
"В столице украинское быдло, а это именно быдло, тупое и полное шовинизма, поддерживает по старой памяти советская многонациональная интеллигенция. Особенно евреи. А среди националистов за украину как раз гитлердрочеры со средним образованием с рабочих окраин, а против: паства егорки, где каждый второй с двумя высшими, куча народа живет за рубежом, а некоторые как Карлин и Ролло из националистических убеждений переезжают с запада в РФ. Но в последнее время все меньше и меньше идиотов среди националистов поддерживают украинцев. Егорка победил.
",1,0,0.46081668
"А соседи-то чем достали? Собака лаяла?
",1,0,0.10155664
"Не то, чтобы раздражают.. Это как при задержании: всё что ты скажешь, будет обращено против тебя. Дамочки знают о моём статусе, пробили мои возможности, но тем не менее, посягаются на святое в локальной морали - на семью. 1. Вопрос - с какой целью? Реально цели бывают разными, не всегда итог: создать ячейку вот именно с этим представителем.. Если интересуются, как человеком с твоим внутренним миром и прочим - сразу отказ. Иначе затянет, придётся выкручиваться. Если решить что-то, или разбить семью - ну.. Могу поиграть, пойти на встречу. Переспать? - легко, но вот продолжения не будет. Естественно, за то, что воспользовался тем, что предложили - требует оплаты. Мыж в век рынка живём. Если пытаются крутить - резкий разрыв любых отношений. Я то перед молодой женой - в любом случае оправдаюсь, да и нет такой доказательной базы. А вот хитровыдуманной может быть худо. В то, что девушку на 20 лет моложе меня может заинтересовать моё тело, или, скажем, навыки секса, я не верю. И даже если это будет так - сразу 1 пункт, не дай бог привяжусь к такой извращенке. Одна есть уже. Но, если я вдруг и привяжусь - буду часть того, что имею отдавать. За всё нужно платить. Хотя я за разовые акции, а не за долговременные обязательства. Теперь про ресурсы. В первом браке я был монахом. Ни ни. Мораль не давала, хотя бабло и возможности были уже тогда. Когда встретил настоящую жену - всё было вообще шикарно, чтоб не тормозить на ней. Но привязался к ней. И кобелить, мне в жопе шила нет. Просто, как вы точно заметили - сам внимание привлекаешь. Ну, раз-два в год кто-то и решается. Приходится принимать решение. Короче - я плачу, значит и музыку в отношениях заказываю я. А вот один из моих помощников 19 лет - спортсмен, красавец, язык подвешен, гроза девчонок - он сразу себя вёл, как я сейчас. Ну так и ресурсы у него сразу были. Природные. Извиняюсь, за сумбур, возможно не ответил чётко. Но на медовую ловушку я уже пойман. Остальные женщины - только тела. С проблемами, но без души. Для меня.",1,0,0.13825862
У них с логикой как раз все в порядке.,1,0,0.053088527
"И это Великая нация... Грустно
",1,0,0.37040702
"Покажи мне на фото хоть одну вырванную губу или кобылу захлебнувшуюся?
",1,0,0.43761563
"обезьяна ковыряется в жопе, нюхает палец и падает с ветки.gif
",0,1,0.7881352
"Ага, они тоже плоские, как и земля и солнце и луна... , - стрельнул пукан у сами знаете кого
",1,0,0.16908723
"Твари, самоутверждаются за чужой счёт!
",1,0,0.4948475
"Мань, я бывал в США и свои фантазии оставь при себе.
",1,0,0.3188341
Вот что крест гекзаметр животворящий делает!,0,1,0.60722846
"защита от химки, ЯО и противотанковых средств это явно не от народа, дурачка та не включай Тут как бы Фиделя вспомнить, учитывая врагов, защита лишней не бывает...
",1,0,0.35116118
"Судя по коментам, опять старперы Пикабу с Яплакалъ.
",1,0,0.42010164
"Но ведь когда одевают такой лифчик внешний мир нагревается меньше, т.е. всё таки охлаждается...
",0,1,0.7187859
"Педики еще и называют других педиками, фу бля. Забавный форс (нет)
",1,0,0.06674946
