text,label,pred,prob
а не хочет ли он налог заплатить за использование природных ресурсов ?,0,1,0.72229874
"ну окей , парламент пусть будет , но как пыня будет влиять на ту кучу долбоебов в парламенте если он будет всего лишь одним из членов оного ?",1,0,0.2552776
"хуясе , адекват , даром что заднеприводный .",1,0,0.44120318
"паспорт тоже копировать , если имена разные ? лучше уж весь пакет документов передавать , на мой взгляд .",0,1,0.5154838
вообще - то маргинал русский национальный татарин .,1,0,0.48001304
"ну , если ты , необходимость деловой рабочий силы , с возможностью круглосуточной занятости называешь оптимизацией расходов , то тогда , по такой логике , можно и в рабовладельческий строй вернуться .",0,1,0.79976064
крымотред нарушает правила раздела т . к в нем нет обсуждения политики . свободное общение это в b . это тоже самое если я на доске о политике создам тред о том как плохо без тяночки . так что уебывайте в б или нвр со своим чатиком престарелых гомосеков !,1,0,0.26929677
"жертвовать здоровьем ради извращенца , ну нафиг . .",1,0,0.4082098
"колян никак не созреет , а созреет , так мамка заругает",1,0,0.23826036
у бабке на столе винтовочные патроны . трудно ей будет с пистолетом - то .,1,0,0.49293774
"чмони , чмохи и просто пидоры , я вам в очередной раз напоминаю , что чмоэстро проиграл суд первой инстанции олеже ссаколову .",1,0,0.42417133
"не уходи , или сдохнешь",1,0,0.4989965
"предлагаю пидарнуть bioware - трежд в фаг , а anthem оставить как есть .",1,0,0.36967593
"поверь , бизона стоит бояться . эта зверушка тебя запросто на отбивную пустит , не говоря уж об этих шавках , которых и человек голыми руками завалить может троих .",1,0,0.4525377
"внимание ! не следуйте совету выше чистить экраны спиртом или спиртосодержащим средством ! купите специальный спрей для экранов или салфетки , коих множество !",0,1,0.7397311
это про 10000 долларов от еспч ?,0,1,0.9154668
"а меня одного бесит , что эта гифка грузилась дофига еще и с подвисаниями ? надо что - то делать с гифками на сайте , уже которая бесит , а написать лень . но тут просто реально долго было",1,0,0.29326388
зафаршировать хуя . . . овощами перед этим надобно .,0,1,0.5777144
"мать серова была еврейкой по фамилии бергман и у отца в крови были евреи , его дед был каким - то еврейским путешественником или исследователем , не помню .",1,0,0.39260414
"вы растекаетесь по всей борде лишим вас загончика , чтобы это на самом деле стало правдой а ты хитер .",0,1,0.9091166
"беда в том , что полиции почему - то похуй на это быдлана он сам по себе довольно таки темный в плане дел с законом . не знаю , правда правое дело делает или там огромная крыша , но полиция так и не будет его трогать .",1,0,0.086984366
"пидорахен я салоед , ващет . там , где у критика лихие шутки на все случаи , у блядины - кликушество и хейтерство . у критика только беззубый детский американский юмор . у батикова тоже клоунады хватает , впрочем . пидорашке показали говно и палки через объектив дорогой камеры , и говно с палками тут же стало дорогим реквизитом . нихуя . понятно , что у блохеров реквизит плохенький будет , но у критика в роликах хуета хуже аниме - феста твоего города . пикрелейтед .",1,0,0.34312952
"а зачем люди себе покупают дорогое качественное авто ? ведь запорожец или жигули выполняют абсолютно ту же функцию , а их можно купить аж 6ть ! за те же деньги , правда круто ! сравнение понятно ?",0,1,0.6050529
"снег сойдет полностью хозяин найдется , он под деревом",0,1,0.73350316
"мог бы , я бы тебе сто минусов вьебал . . . кончита",1,0,0.29960793
"вы можете посмотреть , как меня активно минусуют за коменты , где я говорю , как обычный человек может себя отстоять . к сожалению , этот сайт и в тюрьмах бакланье читает , делайте выводы - каждый минус - это зассавший пацан ровный , который бздит под ответку попасть . на ганзе почитайте , там много интересного",1,0,0.30617452
главное сохраняет морду лица,1,0,0.42987445
на первой фотке похоже собачка не успела толком раскуриться .,0,1,0.51866686
"иди подрочи на своих негров , хамло нерусское .",1,0,0.33384898
"моя мать пенсионерка уже 10 лет . так что мимо , петушок сисянский .",1,0,0.3391727
фуры с тварями за рулем никак не передохнут ! ! ! всякий неуч и дебил идет работать шофером ( гордо ) ! !,1,0,0.4689141
"они смешные и милые унтерки , а стас как гоблин из падика себя ведёт и тем отталкивает . нахуй он вообще жизни начал всех учить , все же нормально было с техноблогом ? алсо кто бля вообще ( кроме пятиклассников ) смотрит убер - ежей ради интеллектуального контента , это ж стримы с рофлами под ужин или уборку , каким сверхразумом надо быть , чтобы это ещё и разъебывать .",1,0,0.36224654
"как же я ору со свободного рынка и добровольного обмена . светов , будучи типичным беззаботным мажором , видимо не слышал поговорку кто тонет нож подай , и за нож ухватится . педофил - миша никогда в своей жизни не был в такой ситуации , не чувствовал голод . ему оскорбительна сама мысль о несвободном обмене . а что самое уморительное , так это то , что анкапы как не могли привести пример добровольного обмена , так и не могут .",1,0,0.21896201
керум да рожаш . но меня не расстреляли ),1,0,0.05709451
"u zagori na izvoru rijeke ikole stala bra a da obrane na e domove , stoji hrvat do hrvata , mi smo bra a svi ne ete u avoglave dok smo ivi mi",0,1,0.5864197
"у меня тоже всю жизнь коты , но здоровье ты не вернёшь и вот стоит оно того ?",0,1,0.7214983
какой гейт отъехал ? текст автора внимательно читаем и не тупим,0,1,0.6601153
родину ? боты ничего кроме подмены понятий не могу . речь идет о неадеквате который запрещает всё и вся . позже в китае даже запретили фильм кристофер робин .,1,0,0.34692743
"я типа защитник зоо . ты прав , собаки гавкают , пытаются укусить когда спиной . меня кусала так стайная собака . но я сам решил сократить дорогу через брошенную стоянку железнодорожников . с тех пор я не лезу в такие места и не поворачиваюсь к таким собака спиной . если надо пройти такое место я тщательно взвешиваю свои силы , если вижу собаки не крупные полно камней и мне желательно срезать - пройду . если собаки крупные , много их и подручного хлама нет - я не пойду . простые правила и меня с тех пор больше не кусали собаки . обычно собаки просто охраняют территорию . причем та же гавкаюшая стая обычно агрессивна на своей территории и труслива на чужой . бывают , когда собаки с голодухи пытаются охотиться . обычно это в зимнее время , когда жрать нечего . с понимаем отношусь к ним , но естественно охоты на людей быть не должно . значит этих собак нужно изымать из свободного обитания . как это должно работать ? 1 . заметили новую стаю собак у себя - звонок в полицию , в службу отлова . собак централизованно , законно ловят и увозят в питомники . если появилась собака , которая проявляет агрессию , хоть немного погавкала - звонок . но я никак не могу одобрить действия ублюдков , которые давят животных и хвастаются этим , убивают всех собак подряд , разбрасывают отраву .",1,0,0.3462178
щищенцы на аналогичном видосе хотели заставить такого барыгу сожрать его товар . по - моему это лучшее решение .,1,0,0.41519937
евгений николаевич . бросьте эту старую проститутку и записывайте нормальное виднюео уже,1,0,0.40785098
"блять , с посадкой на бутылку и чечнёй это уже пиздец какой - то . в чём прикол , объясните ? тверк или усы гитлера это ещё можно понять , а эта хуйня какие эмоции должна вызывать ? ? ?",1,0,0.41221553
"не смешите меня , даже на самой населенной трассе москва - петербург пассажирооборот 3 , 6 миллиона человек в год . где вы найдете этих туристов ? во - вторых , эти поезда не будут останавливаться в этих городках , это бессмыслица . и это города ничего не получат от нее , кроме перекрытых за полчаса дорог . и забора вдоль нее",1,0,0.20218043
"там сидят отбитые дебилы , которые уже 500 тредов шутят про одно и тоже из треда в тред и живут в своём манямирке где они придумали то , что мэд их читает и плачет по ночам и вообще они разъебывают всех .",1,0,0.2884117
"тебя бы в первых рядах на эту войну погнали , дурик . потом кричал бы в объектив камеры: не хочу умирать ! отпустите - вы же добрые !",1,0,0.30328283
"пиздабол . баб немало в гей - клубах - внезапно они ходят туда просто пообщатся и потанцевать с подружками . а самое главное , к ним там точно никто приставать не будет . выгодно . мимо по настоящему работаю в гей - клубе",1,0,0.2848524
"никаких паразитов нет , делали укол ( не помню название ) от паразитов ( вет когда сделал , сказал на всякий случай )",1,0,0.17097619
"наличие долбоебов без критического мышления никак не влияет на контент евгена . более того , адекватность подписоты обратно пропорциональна кол - ву .",1,0,0.3769298
ну и как теперь без звоночков жить снова ? !,0,1,0.79345727
"создал тут тхреад в b 192441781 как оказалось , лгбт пропаганда в б кажется унылой и слишком обильной не только мне . как насчёт пидорнуть все гее би треды из b в ga ? хуле они тут у себя филиал открыли ? заебали притеснять натуралов . давайте я поясню . пидоротреды унылы и неприятны , и их крайне много . это заебало . если куклоебов и пониебоы пидорнули , почему пидоров нельзя пидорнуть ? пониебы всех заебали - их пидорнули куклоебы всех заебали - их пидорнули пидоротреды заебали меня , я интересуюсь , сколько ещё анонов заебались их видить нонстоп 24 7 на главной . если нас будет много - можно и пидорнуть , я считаю . для них есть целый раздел , или 2 - 3 даже . но все равно постоянно это лезет на главную в b . доколе ?",1,0,0.43267867
"посмотри любой мотиватор к богатству там говорят не бойтесь рисковать ставьте на кон все что есть и разбогатеете , родители мажора не зассали поставить на кон свою свободу или деньги или свои дырочки не знаю что бы попытаться поднять пару лям и их вложить в бизнес в идеале пассивный и богатеть , а еще тупорылые держат деньги под матросом и их съедает инфляция , ( пример на 1000 руб мог купить 1000 жваче , а через месяц на те же 1000 руб только 960 штук почему ? потому что 4 в месяц инфляция ) и богатые деньги держат в работе что бы они работали банковский влад в рашке особенно хуйня выйгрыш только 1 или 3 в иделе , что мало ведь в рф в среднем процент по вкладам 8 - 4 инфляции в год после 4 годовых чистыми - 1 с натекшего как налог и комиссии 3 дохода годовых в идеале пример 1 000 000 вклада под 3 годовых это набежит всего 30 000 руб за год блядь , или 2 500 в месяц , ахахаха кароче банковские вклады хуйня купи на 1 000 000 руб флешек с китая по 100 руб за штуку и продай за 500 рублей и того 5 000 000 руб чистыми с этого дела или 416 666 руб в месяц или 13 888 в день , ты можешь так стать олигархом тоже епта .",1,0,0.42380333
для решения данного проблемы использовал мамины спицы для вязания . мне было 3 года . вовремя поймали .,0,1,0.5031929
"пиздец , озонизация прогрессирует",1,0,0.45875874
детей - инвалидов уродами ну а где она не права - то ? земля наша не резиновая .,1,0,0.4653932
"скучаю по временам , когда подсосы алекса пыни не обвиняли его беспруфно в совкодрочерстве и не засирали инторнет своей тупостью",1,0,0.41383255
"речь не про фильм , смотрел этот трэш . реально проводился эксперимент . давно читал об этом .",0,1,0.5301464
"так не ноль , а нуль . так как математику подменили , осмелюсь предположить , что в системе счёта древних русов , нуль - это не то же самое , что и ноль мимо",1,0,0.17667486
идентифицируют правильно,0,1,0.5700955
"та шо там хаварить , скатился пожилая скумбрия . маска все чаще слетает . раньше был нормальным а сейчас стал натуралом . ой то есть хеем .",1,0,0.42842036
фотографии президента рф в фашистской форме когда не нужна даже фамилия . царь он и есть царь .,1,0,0.14854477
"того , что он продажный , кстати , никогда особо он и не отрицал , но вот про пиздабольство это да",1,0,0.25367922
то на них пьяное быдло просто так напало и они его убили пьяное быдло плиз,0,1,0.73408026
помню у выжигателей мозгов нам от долга сильно досталось . . .,1,0,0.46112606
"хм , спасибо за наводку .",0,1,0.50643
"т . е . приветствовали нарушение установленных показателей по производству , добыче и т . п . ? откуда брали сырье для сверхплановой продукции ? институт госплана работал годами , учитывая все нюансы производств , делали планы , а все их нарушали и за это еще и получали поощрения ? я пытаюсь просто понять смысл . ну сделал ты миллион лишних гаек - зачем и кому они нужны , их некуда девать , их использование не запланировано . но ты передовик и слава тебе ? быстрее работаешь , хорошо . нарушаешь регламент производства , наверняка тб . зачем ?",0,1,0.68906116
крупнейший провайдер австралии заблокировал мировая практика как бы,0,1,0.67977643
"квинтэссенция человеконенавистничества в этих словах ротшильда . и после этого ещё некоторые не верят , что капитал есть источник фашизма . тупые люди не смогут стать богатыми , а умные смогут . ага , поэтому давайте сильно затрудним доступ к образованию , а то образование , что есть и без которого не обойтись , сделаем максимально узкоспециализированным , что бы человек сразу превращался в тупого , сделав лишь шаг в сторону от своей специализации . тогда можно будет бесконечно долго жить припеваючи , присваивая результаты труда этих людей . тупые всегда в итоге будут работать на умных . это скользкая дорожка: тупые не смогут поддерживать общественное производство , а умные могут начать соображать , что к чему . поэтому в итоге подобная система развалится , в один прекрасный день , как песочный замок . но водить за нос трудовой народ они могут еще долго .",1,0,0.16543682
"вещей нет , сама на иждивении мужа нахожусь ! пятое - десятое ! нет ли у вас какого - нибудь дурака на примете ?",0,1,0.6080919
прикольный чувак имхо . флешмоб с проститутками доставил .,1,0,0.34177545
"поймал а теперь становись на колени , тарас . будем тебе в пятак письками тыкать .",1,0,0.3697355
но тот мерзкий но тот слился фикс,1,0,0.3955043
косметика или косметическая операция ?,0,1,0.78579885
", оскорбление пользователя пикабу .",0,1,0.5819552
подписи к фото были бы ещё . . .,0,1,0.51324576
"ну если фейковые и недостоверные новости для тебя это источник всех твоих доводов , то вопросов нет . пиши и дальше подобные посты",1,0,0.29346603
так себе вариант работать бесплатно . жрать же что - то нужно,0,1,0.6501641
ну они будут писать отказы от госпитализации лечения .,0,1,0.64089566
"совершенно очевидная слабость ольгино из фбк они никогда не смогут поверить и даже допустить своё собственное существование . они всегда будут доказывать что их не существует , а кто верит в них тот дурак .",1,0,0.2999187
"я так пишу потому что делаю это с телефона . и ради кого тут собственно редактурой заниматься ? судя по тому что аргументация у тебя скатилась к передергиванию , считаю что твой интеллект в этом споре себя исчерпал , мальчик .",1,0,0.34132022
"купил электро бритву от филипс , бреюсь без воды , кремов и всякой этой херни . забыл что такое покупать лезвия каждый месяц и остальные расходники .",0,1,0.55279565
имеет . а причем тут говно - очки ? для красного словца видать .,1,0,0.276393
лучше чем последний полет валеры и прощальный монолог с мишей треч контент ещё не выдавал .,0,1,0.52801406
"два великовозрастных долбоеба приняли ислам именно в этой мечети . мамка - шлюха и куколд - отчим с этим не смогли ничего сделать , и дебилы отправились в запрещенное в россии террористическое государство . там , посредством роботизированного средства доставки демократии они вновь приняли ислам , теперь уже по настоящему .",1,0,0.32544956
"некуда бежать . бомбардировка пфорцхайма показала , что любой город и любой дом там могут быть объявлены военной целью .",0,1,0.58751726
"ну давай разберём всё тобой написанное . бляядь , вы действительно думаете вы лучше пидорашек ? ну в целом , всё что живёт в рашке - затронуто говномидасом , но никто тут это не признает . сейчас воспитывают массу хороших кодеров в соседнем треде обоссали уже . иди обтекай . вы унижаете русских детей в школе я учился в рашке и у нас был класс , который состоял онли из русачков . думаешь , что то изменилось ? чурки тебе говна в жопу залили и заставили русачков в классе кошмарить омежных русачков ? я не люблю выражаться фразами нациков , но вы воистину столетия просто сидели в горах и ебали баранов , вас даже народ - пидор смог захватить . плоховато ты знаешь историю . когда русня пришла на кавказ , тут всё уже было поделено османами и персами . а потом ри наебала персов и постоянно нападала на османов высасывая причины из пальца , в принципе , русачки , что от них ещё было ожидать . в прошлом вы ( чеченцы , даги и прочие сорта ) были просто дикарями . . . а если говорить о среднеазиатах , которые бугуртят с оккупации , то вы были обычными нищими кочевниками очередной акт незнания истории . например у кавказцев по факту у народов отвественных за этногенез дагов и азеров уже был дербент , а русачков даже в планах не было . почитай историю кавказа и средней азии , там были и локальные империи и нагибы округи и прочее и прочее . называют русских пидорашками , славщитом . говоришь это так , будто бы в этом что то плохое . у меня знакомые po рашеры irl , которые являются русскими и которые ссут на русню с ещё большей колокольни чем я сейчас вас все боятся потому , что если пидорашка сделает в вас пару дырок , защищая себя , то его посадят на бутылку , а если вы убьёте пидорашку , то вам нихуя не будет . может потому что в рашке мочить с волыны ножа человека , который идёт на тебя с кулаками - превышение пределов самообороны ? кто виноват в том , что русня настолько вырожденческая , что один чеченский доходяга ставит на колени группу русачков ? ты думаешь , будь руснявая гопота менее вырожденческая , то так же людей не кошмарила ? кто виноват , что вы морозитесь или даёте по съебатору , когда видите , как вашего славянского друга избивают унижают ? да чего уж там , тот митинг вспомните , где жирик , какого то парня на колени поставил и все вокруг стоят и снимают , словно стадо руснявых баранов . зуб даю , в той толпе стояли его друзья и знакомые . лично для меня это пиздец , особенно проигрываю , когда там не какой нибудь братуха - борцуха , а смарчёк чеченский . никогда бы не бросил и не бросал друга в таком пиздеце и не важно , какой нации был друг , а какой нападавший . вся ваша проблема не том , что вы слабками , не в том , что большинство русачков еблом похож на свинью , не в том , что за тысячу лет существования не смогли построить нормальную цивилизацию и другим не давали . проблема в обыкновенной ошибке выжившего , вы видите кавказское быдло гопника , потому что оно в среднем сильнее , напористее , агрессивнее и образ кавказца , как лица которое представляет опасность выжигается у вас в мозгах , при этом не хотите замечать , что у вас , целые города набитые руснявыми ауешниками , потому что один среднестатистический руснявый гопник ауешник быдлойд сосёт у одного среднестатистического чуркобесского гопника быдлойда . в конечном итоге русачков в станице кущевской ебал кто ? другие русачки . в школу приезжали и выберали лолей на поёбку кто ? другие русачки . сжигал русачков кто ? другие русачки . всё вскрылось совершенно случайно . сколько таких станиц , деревень и городов по всей рашке ? аз - кун",1,0,0.2754785
цитата . . . а негодные - могут в тылу работать .,1,0,0.12995036
"о да , это она ! спасибо огромное !",0,1,0.6328592
"кто за рулем то , че съябывал ?",1,0,0.37177923
почему он перестал делать звонки ? можно ли сейчас заказать звонок ?,0,1,0.70042735
"вот поэтому они и снижают , а оптоволокно тоже тянут , но вообще немыслимые цены - из расчёта 25 тыщ за 100 метров столбы . и тут все на адсл сидят , а так тут всех не устраивает скорость ( у кого 2 - 3 мбит ) , только никто не обращается .",0,1,0.5420263
"надень маску . ну одень на лицо уже маску ! надели маску , одели на лицо что - то . боюсь представить где есть этому опровержение . это же доходчиво . паспорт кладется , снег ложится . почему вы упертые такие бываете ?",1,0,0.3958007
"тебя , видать , никогда голодная стая не подкарауливала . ну - ну , всему свое время , мой юный наивный и пока ещё целый друг .",1,0,0.4748448
"антисоветских достаточно . и вы так говорите , как будто это что - то плохое . слава богу , ваш проклятый совок закончился . сейчас ваш хозяин ворошит эту тему вашими руками , но второй совок ему не построить . и либеральных тоже . да , я либерал , по - вашему - либераст ( как будто ваши инвективные искажения слов исказят их смысл , надейтесь дальше ) . я рожден свободным . кто - то выбирает лизание сапог хозяину , это их право , тоже вариант свободы . что же касается русофобии - это просто ваша манипуляция . безграничная любовь к начальству , поклонение жестоким демиургам туманного прошлого , боязнь свободы и привычка к стойлу и узде - это не обязательные черты русского характера , и если они кому - то не присущи - не обязательно это русофоб .",1,0,0.1765809
"давайте думать логически . когда этот чувак придумал прививки , народ уже болел . то есть прививка действует не только заранее . так что если вдруг наступит пипец - пойдём и привьёмся . а пока ну его нах прививать себе под шумок бесплодие , вич и рак .",1,0,0.4071307
"да у любого среднего монитора цветопередача будет лучше , чем у телевизора",0,1,0.63872236
традиционный гей - четверг . делаем пузыри с рыбами в космосе .,1,0,0.23256786
"шульман конечно та ещё оппозиция , женщина она , откровенно говоря глуповатая но каким образом это отменяет то , что его хрюкейшество порось , конферансье со средним образованием , хамло и украинское быдло , живущее за счет папаши мелкого жулика ?",1,0,0.4025987
"а зачем рожать ( или родиться ) , если может вырасти долбоёб ?",1,0,0.21235335
"чтобы пойти в мужскую пизду , нажмите три , чтобы пойти на хуй трапа нажмите 4",1,0,0.48509756
суть: росстат политизирован на 200 и выдаёт новости какие надо первому каналу а какие ты новости то хотел ? независимых сми здесь нет . . . что скажут - то и вещают . демократия епт,0,1,0.90353805
это я уже свои приоритеты ставлю . вес начал набирать когда днем спал дополнительно . 8 часов для меня мало . жрал я очень много .,0,1,0.592441
"ну это зависит от человека . выбор есть , можно работать в 30 ( ну уж 60 , максимум ) минут от подъезда до входных дверей офиса примерно за ту же зп . просто у нас многие работают за зарплату уровня 30 - 40 тыщ на другой окраине москвы , при этом не ценят своё время которое можно было посвятить на саморазвитие или подработку уж .",0,1,0.620903
"у моего коллеги на работе , все ещё намного проще , его безработная жена просто забрала у него зарплатную карточку , благо он не всю зарплату на неё получает .",0,1,0.5185532
"что педофилы католики , алчные до анусов мальчиков , что православные попы воры , алчные до богатств , что муслимы и жиды , буддисты , и другие азиатские обезьяны , приверженцы прочих обезьяних верований - всё одна шайка лейка , подлежащая полному уничтожению .",1,0,0.45240623
файжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжж . жжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжжэзш . х не,0,1,0.9578454
"да гомофобам плевать на достоверность , на пруфы , там - то мозга нет по определению , лол )",1,0,0.2329308
"ага , ебёшься с девушкой , а вокруг тебя ещё куча людей ебётся",0,1,0.858244
"да вроде также делаю , спасибо ! !",0,1,0.80464375
"не , про засекречивание имущества нармас новость",0,1,0.55098367
"хорошо , но потом все равно сжечь ведьму",1,0,0.16354468
"я всегда говорил , что пидорахи плохо понимают как выглядят типо европейские лица , на которые русня дрочат . привыкши жить среди орков со светлыми волосами и глазами они воспринимают только таких орков с приплюснутой гловой и свинной рожей как своих , если у кого либо европейское лицо , развитая челюсть и т . п но темные волосы , то к нему относятся с подозрением баба эта похожа на марлона брандо .",1,0,0.4082353
подустал браток . . . ностальгирующий критик тупой мудак .,1,0,0.40253657
с каких пор гомосексуалы и трансгендеры - это одно и то же ?,1,0,0.3071288
жаль второй сезон всосный всё равно,0,1,0.7647306
"в столице украинское быдло , а это именно быдло , тупое и полное шовинизма , поддерживает по старой памяти советская многонациональная интеллигенция . особенно евреи . а среди националистов за украину как раз гитлердрочеры со средним образованием с рабочих окраин , а против: паства егорки , где каждый второй с двумя высшими , куча народа живет за рубежом , а некоторые как карлин и ролло из националистических убеждений переезжают с запада в рф . но в последнее время все меньше и меньше идиотов среди националистов поддерживают украинцев . егорка победил .",1,0,0.21306597
а соседи - то чем достали ? собака лаяла ?,1,0,0.3191783
